"ID","Accident ID","Region Number","Corridor ID","Location (Intersection/Road/Street)","Corridor","Location- longitude/ X","Location- latitude/  Y","Mile Marker","Village","Date of Accident","Time of Accident","Type of Accident","Class of Road User","Age/DOB","Gender","Class of Vehicles Involved","Contributing Factor","Number of Persons Involved"
2484,11549.00,"1- Barima- Waini",935,"Hosororo Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8333","8.1667",,,6/24/2004 0:00:00,12/30/1899 19:30:00,"C- Minor Injury","F- Driver",39.00,"Male","N- Pickup","O- Lost Control & Runoff",1.00
2485,11550.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,10/3/2004 0:00:00,12/30/1899 17:45:00,"B- Serious Injury","F- Driver",40.00,"Male","J- Minibus","R- Improper Overtaking",1.00
2486,11551.00,"1- Barima- Waini",931,"Mabaruma Settlement","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,10/15/2004 0:00:00,12/30/1899 10:00:00,"D- Property Damage","F- Driver",30.00,"Male","J- Minibus","P- Speeding",1.00
2487,11552.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,2/2/2005 0:00:00,12/30/1899 23:30:00,"C- Minor Injury","F- Driver",48.00,"Male","X-Tractor","R- Improper Overtaking",1.00
2488,11553.00,"1- Barima- Waini",931,"Mabaruma Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,9/21/2005 0:00:00,12/30/1899 9:30:00,"D- Property Damage","F- Driver",21.00,"Male","J- Minibus","S- Driver's Negligence",1.00
2489,11554.00,"1- Barima- Waini",935,"Hosororo Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8333","8.1667",,,10/23/2005 0:00:00,12/30/1899 19:00:00,"C- Minor Injury","F- Driver",27.00,"Male","J- Minibus","O- Lost Control & Runoff",1.00
2490,11555.00,"1- Barima- Waini",931,"Mabaruma Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,11/14/2005 0:00:00,12/30/1899 19:17:00,"C- Minor Injury","G- Rider",30.00,"Male","V-Motor Cycle","P- Speeding",1.00
2491,11556.00,"1- Barima- Waini",931,"Mabaruma Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,12/19/2005 0:00:00,12/30/1899 8:00:00,"B- Serious Injury","F- Driver",49.00,"Male","N- Pickup","S- Driver's Negligence",1.00
2492,11557.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,3/12/2006 0:00:00,12/30/1899 13:00:00,"C- Minor Injury","G- Rider",20.00,"Male","M- Hire Cars","U- Cyclist's Negligence",1.00
2493,11558.00,"1- Barima- Waini",935,"Hosororo Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8333","8.1667",,,3/30/2006 0:00:00,12/30/1899 19:30:00,"B- Serious Injury","F- Driver",40.00,"Male","J- Minibus","P- Speeding",1.00
2494,11559.00,"1- Barima- Waini",931,"Mabaruma Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,8/7/2006 0:00:00,12/30/1899 22:20:00,"D- Property Damage","F- Driver",25.00,"Male","N- Pickup","O- Lost Control & Runoff",1.00
2495,11560.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,9/25/2006 0:00:00,12/30/1899 9:10:00,"D- Property Damage","F- Driver",30.00,"Male","N- Pickup","S- Driver's Negligence",1.00
2496,11561.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,11/3/2006 0:00:00,12/30/1899 17:08:00,"B- Serious Injury","G- Rider",29.00,"Male","V-Motor Cycle","P- Speeding",1.00
2497,11562.00,"1- Barima- Waini",933,"Kumaka Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8000","8.2000",,,12/19/2006 0:00:00,12/30/1899 11:15:00,"C- Minor Injury","E- Pedestrian",,"Male","J- Minibus","T-Pedestrian's Negligence",2.00
2498,11563.00,"1- Barima- Waini",931,"Mabaruma Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,1/20/2007 0:00:00,12/30/1899 8:09:00,"B- Serious Injury","F- Driver",38.00,"Male","J- Minibus","P- Speeding",1.00
2499,11564.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,3/21/2007 0:00:00,12/30/1899 17:00:00,"B- Serious Injury","F- Driver",40.00,"Male","X-Tractor","S- Driver's Negligence",1.00
2500,11565.00,"1- Barima- Waini",935,"Hosororo Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8333","8.1667",,,4/10/2007 0:00:00,12/30/1899 8:00:00,"D- Property Damage","F- Driver",39.00,"Male","J- Minibus","P- Speeding",1.00
2501,11566.00,"1- Barima- Waini",931,"Kamwatta Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,4/13/2007 0:00:00,12/30/1899 17:50:00,"A- Fatal","F- Driver",40.00,"Male","X-Tractor","S- Driver's Negligence",1.00
2502,11567.00,"1- Barima- Waini",935,"Hosororo Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8333","8.1667",,,8/2/2007 0:00:00,12/30/1899 8:00:00,"B- Serious Injury","F- Driver",38.00,"Male","J- Minibus","S- Driver's Negligence",1.00
2503,11568.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,8/16/2007 0:00:00,12/30/1899 17:20:00,"B- Serious Injury","F- Driver",35.00,"Male","X-Tractor","O- Lost Control & Runoff",1.00
2504,11569.00,"1- Barima- Waini",931,"Mabaruma Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,8/11/2007 0:00:00,12/30/1899 16:45:00,"C- Minor Injury","F- Driver",25.00,"Male","J- Minibus","S- Driver's Negligence",1.00
2505,11570.00,"1- Barima- Waini",933,"Kumaka Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8000","8.2000",,,12/25/2008 0:00:00,12/30/1899 21:30:00,"C- Minor Injury","F- Driver",26.00,"Male","K- Private Cars","S- Driver's Negligence",1.00
2506,11571.00,"1- Barima- Waini",935,"Hosororo Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8333","8.1667",,,2/23/2009 0:00:00,12/30/1899 21:15:00,"B- Serious Injury","F- Driver",30.00,"Male","J- Minibus","O- Lost Control & Runoff",1.00
2507,11572.00,"1- Barima- Waini",931,"Wauna Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,3/28/2009 0:00:00,12/30/1899 12:55:00,"B- Serious Injury","F- Driver",40.00,"Male","N- Pickup","P- Speeding",1.00
2508,11573.00,"1- Barima- Waini",933,"Kumaka Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8000","8.2000",,,5/9/2009 0:00:00,12/30/1899 12:05:00,"C- Minor Injury","E- Pedestrian",,,"M- Hire Cars","T-Pedestrian's Negligence",2.00
2509,11574.00,"1- Barima- Waini",935,"Hosororo Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8333","8.1667",,,12/11/2009 0:00:00,12/30/1899 17:45:00,"B- Serious Injury","F- Driver",35.00,"Male","J- Minibus","P- Speeding",1.00
2510,11575.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,4/4/2010 0:00:00,12/30/1899 10:45:00,,"F- Driver",38.00,"Male","K- Private Cars","P- Speeding",1.00
2511,11576.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,5/18/2010 0:00:00,12/30/1899 17:15:00,"C- Minor Injury","F- Driver",40.00,"Male",,"P- Speeding",1.00
2512,11577.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,5/28/2010 0:00:00,12/30/1899 18:30:00,"B- Serious Injury","F- Driver",38.00,"Male","N- Pickup","P- Speeding",1.00
2513,11578.00,"1- Barima- Waini",931,"Wauna Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,6/19/2011 0:00:00,12/30/1899 16:30:00,"C- Minor Injury","F- Driver",35.00,"Male","J- Minibus","P- Speeding",1.00
2514,11579.00,"1- Barima- Waini",935,"Hosororo Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.8333","8.1667",,,7/24/2011 0:00:00,12/30/1899 20:00:00,"B- Serious Injury","F- Driver",37.00,"Male","M- Hire Cars","P- Speeding",1.00
2515,11580.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,9/8/2011 0:00:00,12/30/1899 15:30:00,,"F- Driver",35.00,"Male","J- Minibus","S- Driver's Negligence",1.00
2516,11581.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,2/7/2012 0:00:00,12/30/1899 21:00:00,"A- Fatal","G- Rider",29.00,"Male","V-Motor Cycle","Q- Alcohol",1.00
2517,11582.00,"1- Barima- Waini",931,,"BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,6/26/2012 0:00:00,12/30/1899 9:15:00,"C- Minor Injury","F- Driver",45.00,"Male","J- Minibus","P- Speeding",1.00
2518,11583.00,"1- Barima- Waini",931,"Mabaruma Public Rd.","BARIMA-WANAINA ROAD (From Left Bank Barima River)","-59.7833","8.2000",,,12/6/2012 0:00:00,12/30/1899 21:30:00,"D- Property Damage","F- Driver",49.00,"Male","K- Private Cars","Q- Alcohol",1.00
2519,11584.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,8/16/2007 0:00:00,12/30/1899 15:30:00,"C- Minor Injury","F- Driver",47.00,"Male","K- Private Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
2520,11585.00,"5- Mahaica- Berbicehaica",549,"Fellowship","East Coast Demerara Road (From Georgetown)","-57.7833","6.5667",,,8/20/2007 0:00:00,12/30/1899 17:45:00,"D- Property Damage","F- Driver",38.00,"Male","J- Minibus;M- Hire Cars","R- Improper Overtaking",2.00
2521,11586.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,8/23/2007 0:00:00,12/30/1899 5:45:00,"C- Minor Injury","F- Driver",,"Male","K- Private Cars;L- Lorries Van","R- Improper Overtaking",2.00
2522,11587.00,"5- Mahaica- Berbice",555,"Good Faith","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,9/16/2007 0:00:00,12/30/1899 15:00:00,"D- Property Damage","F- Driver",,"Male","M- Hire Cars","P- Speeding",2.00
2523,11588.00,"5- Mahaica- Berbice",557,"Calcutta","East Coast Demerara Road (From Georgetown)","-57.7500","6.5500",,,9/15/2007 0:00:00,12/30/1899 15:30:00,"A- Fatal","F- Driver",49.00,"Male","J- Minibus;M- Hire Cars","O- Lost Control & Runoff",2.00
2524,11589.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,11/4/2007 0:00:00,12/30/1899 22:50:00,"B- Serious Injury","G- Rider",27.00,"Male","W-Pedal Cycle","U- Cyclist's Negligence",2.00
2525,11590.00,"5- Mahaica- Berbice",536,"Zeeland","East Coast Demerara Road (From Georgetown)","-57.8500","6.6333",,,11/5/2007 0:00:00,12/30/1899 1:00:00,"C- Minor Injury","F- Driver",44.00,"Female","K- Private Cars","P- Speeding",1.00
2526,11591.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,11/9/2007 0:00:00,12/30/1899 13:00:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars","S- Driver's Negligence",1.00
2527,11592.00,"5- Mahaica- Berbice",557,"Calcutta","East Coast Demerara Road (From Georgetown)","-57.7500","6.5500",,,12/20/2007 0:00:00,12/30/1899 23:30:00,"C- Minor Injury","F- Driver",29.00,"Male","M- Hire Cars","P- Speeding",2.00
2528,11593.00,"5- Mahaica- Berbice",559,"Abary","East Coast Demerara Road (From Georgetown)","-57.7500","6.5333",,,12/30/2007 0:00:00,12/30/1899 19:00:00,"D- Property Damage","F- Driver",59.00,"Male","L- Lorries Van;N- Pickup","R- Improper Overtaking",2.00
2529,11594.00,"5- Mahaica- Berbice",533,"Bath","East Coast Demerara Road (From Georgetown)","-57.8500","6.6333",,,12/31/2007 0:00:00,12/30/1899 20:00:00,"C- Minor Injury","G- Rider",24.00,"Male","V-Motor Cycle","P- Speeding",1.00
2530,11595.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,1/20/2008 0:00:00,12/30/1899 21:00:00,"B- Serious Injury","F- Driver",38.00,"Male","J- Minibus","S- Driver's Negligence",1.00
2531,11596.00,"5- Mahaica- Berbice",540,"Perservance","East Coast Demerara Road (From Georgetown)","-57.8333","6.6167",,,1/26/2008 0:00:00,12/30/1899 9:30:00,"C- Minor Injury","F- Driver",48.00,"Male","J- Minibus","U- Cyclist's Negligence",2.00
2532,11597.00,"5- Mahaica- Berbice",554,"Burma Public Road","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,2/3/2008 0:00:00,12/30/1899 18:10:00,"A- Fatal","F- Driver",32.00,"Male","K- Private Cars","P- Speeding",2.00
2533,11598.00,"5- Mahaica- Berbice",533,"Bath","East Coast Demerara Road (From Georgetown)","-57.8500","6.6333",,,3/2/2008 0:00:00,12/30/1899 18:30:00,"D- Property Damage","F- Driver",29.00,"Male","K- Private Cars;L- Lorries Van","Q- Alcohol",2.00
2534,11599.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,3/13/2008 0:00:00,12/30/1899 18:40:00,"B- Serious Injury","F- Driver",30.00,"Male","J- Minibus","P- Speeding",1.00
2535,11600.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,5/2/2008 0:00:00,12/30/1899 19:40:00,"C- Minor Injury","F- Driver",60.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
2536,11601.00,"5- Mahaica- Berbice",558,"Catherina","East Coast Demerara Road (From Georgetown)","-57.7500","6.5333",,,3/29/2007 0:00:00,12/30/1899 17:00:00,"C- Minor Injury","F- Driver",27.00,"Male","K- Private Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
2537,11602.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,4/4/2007 0:00:00,12/30/1899 7:50:00,"C- Minor Injury","F- Driver",42.00,"Male","J- Minibus;W-Pedal Cycle","P- Speeding",2.00
2538,11603.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,4/4/2007 0:00:00,12/30/1899 7:30:00,"C- Minor Injury","F- Driver",42.00,"Male","K- Private Cars","R- Improper Overtaking",1.00
2539,11604.00,"5- Mahaica- Berbice",551,"Huntley","East Coast Demerara Road (From Georgetown)","-57.7833","6.5667",,,4/29/2007 0:00:00,12/30/1899 15:00:00,"D- Property Damage","F- Driver",30.00,"Female","K- Private Cars","S- Driver's Negligence",2.00
2540,11605.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,4/29/2007 0:00:00,12/30/1899 22:30:00,"C- Minor Injury","F- Driver",21.00,"Male","L- Lorries Van","S- Driver's Negligence",2.00
2541,11606.00,"5- Mahaica- Berbice",540,"Perservance","East Coast Demerara Road (From Georgetown)","-57.8333","6.6167",,,5/5/2007 0:00:00,12/30/1899 6:00:00,"D- Property Damage","F- Driver",,"Male","L- Lorries Van","P- Speeding",1.00
2542,11607.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,5/13/2007 0:00:00,12/30/1899 6:30:00,"D- Property Damage","F- Driver",34.00,"Male","K- Private Cars","R- Improper Overtaking",2.00
2543,11608.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,5/30/2007 0:00:00,12/30/1899 22:00:00,"D- Property Damage","F- Driver",54.00,"Male","L- Lorries Van","Y-Animal",1.00
2544,11609.00,"5- Mahaica- Berbice",538,"Cottage","East Coast Demerara Road (From Georgetown)","-57.8333","6.6333",,,6/3/2007 0:00:00,12/30/1899 13:15:00,"C- Minor Injury","F- Driver",60.00,"Male","J- Minibus","O- Lost Control & Runoff;P- Speeding",2.00
2545,11610.00,"5- Mahaica- Berbice",540,"Perservance","East Coast Demerara Road (From Georgetown)","-57.8333","6.6167",,,6/6/2007 0:00:00,12/30/1899 15:15:00,"D- Property Damage","F- Driver",20.00,"Male","M- Hire Cars","S- Driver's Negligence",1.00
2546,11611.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,6/6/2007 0:00:00,12/30/1899 16:30:00,"D- Property Damage","F- Driver",38.00,"Male","L- Lorries Van;N- Pickup","O- Lost Control & Runoff",2.00
2547,11612.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,6/7/2007 0:00:00,12/30/1899 15:15:00,"C- Minor Injury","G- Rider",29.00,"Male","W-Pedal Cycle","U- Cyclist's Negligence",2.00
2548,11613.00,"5- Mahaica- Berbice",551,"Huntley","East Coast Demerara Road (From Georgetown)","-57.7833","6.5667",,,6/12/2007 0:00:00,12/30/1899 16:30:00,"B- Serious Injury","F- Driver",28.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
2549,11614.00,"5- Mahaica- Berbice",555,"Good Faith","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,6/15/2007 0:00:00,12/30/1899 19:15:00,"D- Property Damage","F- Driver",50.00,"Male","M- Hire Cars","Y-Animal",1.00
2550,11615.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,7/7/2007 0:00:00,12/30/1899 15:15:00,"A- Fatal","F- Driver",50.00,"Male","V-Motor Cycle","P- Speeding",2.00
2551,11616.00,"5- Mahaica- Berbice",537,"Planters Hall","East Coast Demerara Road (From Georgetown)","-57.8333","6.6333",,,7/21/2007 0:00:00,12/30/1899 8:50:00,"D- Property Damage","F- Driver",45.00,"Male","K- Private Cars","Y-Animal",1.00
2552,11617.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,8/2/2008 0:00:00,12/30/1899 22:30:00,"B- Serious Injury","F- Driver",29.00,"Male","N- Pickup","Q- Alcohol",1.00
2553,11618.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,1/15/2005 0:00:00,12/30/1899 1:45:00,"D- Property Damage","F- Driver",34.00,"Male","N- Pickup","P- Speeding",1.00
2554,11619.00,"5- Mahaica- Berbice",538,"Branch Road","East Coast Demerara Road (From Georgetown)","-57.8333","6.6333",,,2/4/2005 0:00:00,12/30/1899 7:30:00,"C- Minor Injury","F- Driver",33.00,"Male","J- Minibus;N- Pickup","P- Speeding",2.00
2555,11620.00,"5- Mahaica- Berbice",622,"Essau","WEST COAST BERBICE ROAD (From Georgetown)","-57.6500","6.4667",,,2/13/2005 0:00:00,12/30/1899 11:20:00,"D- Property Damage","F- Driver",24.00,"Male","K- Private Cars;N- Pickup","O- Lost Control & Runoff",2.00
2556,11621.00,"5- Mahaica- Berbice",547,"Mahaicony","East Coast Demerara Road (From Georgetown)","-57.8000","6.5667",,,2/13/2005 0:00:00,12/30/1899 13:30:00,"D- Property Damage","F- Driver",63.00,"Male","K- Private Cars;N- Pickup","S- Driver's Negligence",2.00
2557,11622.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,2/16/2005 0:00:00,12/30/1899 11:30:00,"B- Serious Injury","F- Driver",46.00,"Male","J- Minibus","S- Driver's Negligence",1.00
2558,11623.00,"5- Mahaica- Berbice",547,"Mahaicony","East Coast Demerara Road (From Georgetown)","-57.8000","6.5667",,,2/25/2005 0:00:00,12/30/1899 4:00:00,"D- Property Damage","F- Driver",29.00,"Male","L- Lorries Van","S- Driver's Negligence",1.00
2559,11624.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,2/27/2005 0:00:00,12/30/1899 14:50:00,"D- Property Damage","F- Driver",20.00,"Male","L- Lorries Van;X-Tractor","P- Speeding",2.00
2560,11625.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,2/27/2005 0:00:00,12/30/1899 23:30:00,"C- Minor Injury","F- Driver",20.00,"Female","K- Private Cars","R- Improper Overtaking",1.00
2561,11626.00,"5- Mahaica- Berbice",561,"Littler T","East Coast Demerara Road (From Georgetown)","-57.7500","6.5167",,,3/12/2005 0:00:00,12/30/1899 12:35:00,"B- Serious Injury","F- Driver",30.00,"Male","J- Minibus;K- Private Cars","R- Improper Overtaking",2.00
2562,11627.00,"5- Mahaica- Berbice",544,"Drill","East Coast Demerara Road (From Georgetown)","-57.8167","6.6167",,,3/12/2005 0:00:00,12/30/1899 13:30:00,"D- Property Damage","F- Driver",39.00,"Female","K- Private Cars","S- Driver's Negligence",1.00
2563,11628.00,"5- Mahaica- Berbice",532,"Fair Field","East Coast Demerara Road (From Georgetown)","-57.8500","6.6500",,,3/12/2005 0:00:00,12/30/1899 21:00:00,"B- Serious Injury","F- Driver",22.00,"Male","K- Private Cars","P- Speeding",2.00
2564,11629.00,"5- Mahaica- Berbice",538,"Cottage","East Coast Demerara Road (From Georgetown)","-57.8333","6.6333",,,3/15/2005 0:00:00,12/30/1899 11:00:00,"D- Property Damage","F- Driver",58.00,"Male","K- Private Cars;N- Pickup","R- Improper Overtaking",2.00
2565,11630.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,4/3/2005 0:00:00,12/30/1899 19:20:00,"B- Serious Injury","F- Driver",27.00,"Female","K- Private Cars","S- Driver's Negligence;Y-Animal",1.00
2566,11631.00,"5- Mahaica- Berbice",555,"Good Faith","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,4/9/2005 0:00:00,12/30/1899 17:00:00,"C- Minor Injury","F- Driver",22.00,"Male","K- Private Cars","Q- Alcohol",2.00
2567,11632.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,4/10/2005 0:00:00,12/30/1899 1:00:00,"C- Minor Injury","G- Rider",38.00,"Male","W-Pedal Cycle","U- Cyclist's Negligence",1.00
2568,11633.00,"5- Mahaica- Berbice",557,"Calcutta","East Coast Demerara Road (From Georgetown)","-57.7500","6.5500",,,4/17/2005 0:00:00,12/30/1899 5:00:00,"B- Serious Injury","F- Driver",46.00,"Male","J- Minibus;L- Lorries Van","O- Lost Control & Runoff",2.00
2569,11634.00,"5- Mahaica- Berbice",532,"Fair Field","East Coast Demerara Road (From Georgetown)","-57.8500","6.6500",,,4/21/2005 0:00:00,12/30/1899 8:30:00,"C- Minor Injury","F- Driver",33.00,"Male","J- Minibus;K- Private Cars","R- Improper Overtaking",2.00
2570,11635.00,"5- Mahaica- Berbice",546,"York Shine","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,5/8/2005 0:00:00,12/30/1899 16:20:00,"A- Fatal","F- Driver",35.00,"Female","K- Private Cars","P- Speeding",2.00
2571,11636.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,5/21/2005 0:00:00,12/30/1899 8:00:00,"D- Property Damage","F- Driver",,,"J- Minibus;L- Lorries Van","O- Lost Control & Runoff",2.00
2572,11637.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,5/24/2005 0:00:00,12/30/1899 11:30:00,"D- Property Damage","F- Driver",50.00,"Male","J- Minibus;L- Lorries Van","S- Driver's Negligence",2.00
2573,11638.00,"5- Mahaica- Berbice",535,"De kendren","East Coast Demerara Road (From Georgetown)","-57.9000","6.6333",,,6/6/2005 0:00:00,12/30/1899 8:00:00,"C- Minor Injury","F- Driver",,,"J- Minibus;W-Pedal Cycle","S- Driver's Negligence",2.00
2574,11639.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,6/25/2005 0:00:00,12/30/1899 20:15:00,"A- Fatal","F- Driver",49.00,"Male","J- Minibus","U- Cyclist's Negligence",2.00
2575,11640.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,7/2/2005 0:00:00,12/30/1899 8:10:00,"C- Minor Injury","F- Driver",24.00,"Male","K- Private Cars;L- Lorries Van","R- Improper Overtaking",2.00
2576,11641.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,7/2/2005 0:00:00,12/30/1899 16:00:00,"A- Fatal","F- Driver",22.00,"Male","N- Pickup;V-Motor Cycle","O- Lost Control & Runoff",2.00
2577,11642.00,"5- Mahaica- Berbice",538,"Cottage","East Coast Demerara Road (From Georgetown)","-57.8333","6.6333",,,7/30/2005 0:00:00,12/30/1899 14:45:00,"B- Serious Injury","F- Driver",52.00,"Male","K- Private Cars;L- Lorries Van","O- Lost Control & Runoff",2.00
2578,11643.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,7/31/2005 0:00:00,12/30/1899 19:45:00,"B- Serious Injury","F- Driver",41.00,"Male","N- Pickup;W-Pedal Cycle","U- Cyclist's Negligence",2.00
2579,11644.00,"5- Mahaica- Berbice",559,"Abary","East Coast Demerara Road (From Georgetown)","-57.7500","6.5333",,,7/31/2005 0:00:00,12/30/1899 19:30:00,"D- Property Damage","F- Driver",,"Female","K- Private Cars","S- Driver's Negligence;Y-Animal",1.00
2580,11645.00,"5- Mahaica- Berbice",557,"Calcutta","East Coast Demerara Road (From Georgetown)","-57.7500","6.5500",,,8/13/2005 0:00:00,12/30/1899 14:00:00,"B- Serious Injury","F- Driver",30.00,"Male","K- Private Cars;L- Lorries Van","P- Speeding",2.00
2581,11646.00,"5- Mahaica- Berbice",557,"Calcutta","East Coast Demerara Road (From Georgetown)","-57.7500","6.5500",,,8/13/2005 0:00:00,12/30/1899 19:30:00,"D- Property Damage","F- Driver",0.31,"Male","J- Minibus","S- Driver's Negligence;Y-Animal",1.00
2582,11647.00,"5- Mahaica- Berbice",548,"Park Public Road","East Coast Demerara Road (From Georgetown)","-57.7833","6.5833",,,8/18/2005 0:00:00,12/30/1899 11:00:00,"B- Serious Injury","F- Driver",23.00,"Male","N- Pickup","O- Lost Control & Runoff",1.00
