"ID","Accident ID","Region Number","Corridor ID","Location (Intersection/Road/Street)","Corridor","Location- longitude/ X","Location- latitude/  Y","Mile Marker","Village","Date of Accident","Time of Accident","Type of Accident","Class of Road User","Age/DOB","Gender","Class of Vehicles Involved","Contributing Factor","Number of Persons Involved"
2583,11648.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,8/18/2005 0:00:00,12/30/1899 10:30:00,"C- Minor Injury","F- Driver",49.00,"Male","K- Private Cars","P- Speeding",2.00
2584,11649.00,"5- Mahaica- Berbice",549,"Fellowship","East Coast Demerara Road (From Georgetown)","-57.7833","6.5667",,,8/19/2005 0:00:00,12/30/1899 5:30:00,"B- Serious Injury","F- Driver",40.00,"Male","L- Lorries Van;M- Hire Cars","P- Speeding",2.00
2585,11650.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,9/25/2005 0:00:00,12/30/1899 14:00:00,"D- Property Damage","F- Driver",26.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
2586,11651.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,9/25/2005 0:00:00,12/30/1899 20:45:00,"B- Serious Injury","F- Driver",25.00,"Male","M- Hire Cars","S- Driver's Negligence",1.00
2587,11652.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,9/28/2005 0:00:00,12/30/1899 17:45:00,"D- Property Damage","F- Driver",43.00,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
2588,11653.00,"5- Mahaica- Berbice",550,"Grove","East Coast Demerara Road (From Georgetown)","-57.7833","6.5667",,,10/2/2005 0:00:00,12/30/1899 1:00:00,"D- Property Damage","F- Driver",43.00,"Male","M- Hire Cars","S- Driver's Negligence;Y-Animal",1.00
2589,11654.00,"5- Mahaica- Berbice",540,"Perservance","East Coast Demerara Road (From Georgetown)","-57.8333","6.6167",,,10/18/2005 0:00:00,12/30/1899 14:30:00,"D- Property Damage","F- Driver",49.00,"Male","J- Minibus","P- Speeding;Y-Animal",1.00
2590,11655.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,11/3/2005 0:00:00,12/30/1899 11:30:00,"C- Minor Injury","F- Driver",24.00,"Male","L- Lorries Van","O- Lost Control & Runoff",1.00
2591,11656.00,"5- Mahaica- Berbice",544,"Drill","East Coast Demerara Road (From Georgetown)","-57.8167","6.6167",,,11/9/2005 0:00:00,12/30/1899 18:30:00,"C- Minor Injury","F- Driver",,"Female","K- Private Cars","S- Driver's Negligence;Y-Animal",1.00
2592,11657.00,"5- Mahaica- Berbice",536,"Zealand","East Coast Demerara Road (From Georgetown)","-57.8500","6.6333",,,11/25/2005 0:00:00,12/30/1899 14:00:00,"D- Property Damage","F- Driver",38.00,"Male","J- Minibus","P- Speeding;Y-Animal",1.00
2593,11658.00,"5- Mahaica- Berbice",540,"Perservance","East Coast Demerara Road (From Georgetown)","-57.8333","6.6167",,,11/24/2005 0:00:00,12/30/1899 8:45:00,"B- Serious Injury","F- Driver",41.00,"Male","J- Minibus;L- Lorries Van","P- Speeding",2.00
2594,11659.00,"5- Mahaica- Berbice",546,"York Shine","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,12/1/2005 0:00:00,12/30/1899 17:45:00,"C- Minor Injury","F- Driver",44.00,"Male","K- Private Cars;M- Hire Cars","S- Driver's Negligence",2.00
2595,11660.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,1/4/2006 0:00:00,12/30/1899 17:40:00,"B- Serious Injury","F- Driver",22.00,"Male","K- Private Cars","O- Lost Control & Runoff;S- Driver's Negligence",2.00
2596,11661.00,"5- Mahaica- Berbice",549,"Fellowship","East Coast Demerara Road (From Georgetown)","-57.7833","6.5667",,,1/5/2006 0:00:00,12/30/1899 18:45:00,"D- Property Damage","F- Driver",33.00,"Male","J- Minibus","S- Driver's Negligence;Y-Animal",1.00
2597,11662.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,1/22/2006 0:00:00,12/30/1899 21:00:00,"C- Minor Injury","F- Driver",51.00,"Male","K- Private Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
2598,11663.00,"5- Mahaica- Berbice",549,"Fellowship","East Coast Demerara Road (From Georgetown)","-57.7833","6.5667",,,1/23/2006 0:00:00,12/30/1899 3:00:00,"C- Minor Injury","F- Driver",52.00,"Male","N- Pickup","S- Driver's Negligence",1.00
2599,11664.00,"5- Mahaica- Berbice",550,"Grove","East Coast Demerara Road (From Georgetown)","-57.7833","6.5667",,,2/12/2006 0:00:00,12/30/1899 19:45:00,"D- Property Damage","F- Driver",58.00,"Male","N- Pickup","S- Driver's Negligence",1.00
2600,11665.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,2/13/2006 0:00:00,12/30/1899 20:45:00,"C- Minor Injury","F- Driver",30.00,"Male","K- Private Cars;W-Pedal Cycle","O- Lost Control & Runoff",2.00
2601,11666.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,2/13/2006 0:00:00,12/30/1899 21:45:00,"C- Minor Injury","F- Driver",24.00,"Female","K- Private Cars","P- Speeding",1.00
2602,11667.00,"5- Mahaica- Berbice",604,"Little Abary","WEST COAST BERBICE ROAD (From Georgetown)","-60.3667","5.7167",,,2/15/2006 0:00:00,12/30/1899 10:30:00,"A- Fatal","F- Driver",23.00,"Male","L- Lorries Van;V-Motor Cycle","O- Lost Control & Runoff;P- Speeding",2.00
2603,11668.00,"5- Mahaica- Berbice",547,"Mahaicony","East Coast Demerara Road (From Georgetown)","-57.8000","6.5667",,,2/25/2006 0:00:00,12/30/1899 9:30:00,"C- Minor Injury","F- Driver",54.00,"Male","J- Minibus","R- Improper Overtaking",12.00
2604,11669.00,"5- Mahaica- Berbice",555,"Good Faith","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,3/5/2006 0:00:00,12/30/1899 19:30:00,"D- Property Damage","F- Driver",30.00,"Male","K- Private Cars","S- Driver's Negligence;Y-Animal",1.00
2605,11670.00,"5- Mahaica- Berbice",555,"Good Faith","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,3/5/2006 0:00:00,12/30/1899 20:30:00,"D- Property Damage","F- Driver",48.00,"Male","N- Pickup","S- Driver's Negligence;Y-Animal",1.00
2606,11671.00,"5- Mahaica- Berbice",554,"Novar","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,3/11/2006 0:00:00,12/30/1899 19:30:00,"C- Minor Injury","F- Driver",27.00,"Male","K- Private Cars;W-Pedal Cycle","R- Improper Overtaking",2.00
2607,11672.00,"5- Mahaica- Berbice",554,"Novar","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,3/15/2006 0:00:00,12/30/1899 18:50:00,"D- Property Damage","F- Driver",54.00,"Male","K- Private Cars","S- Driver's Negligence;Y-Animal",1.00
2608,11673.00,"5- Mahaica- Berbice",557,"Calcutta","East Coast Demerara Road (From Georgetown)","-57.7500","6.5500",,,3/21/2006 0:00:00,12/30/1899 9:30:00,"B- Serious Injury","F- Driver",32.00,"Male","J- Minibus;M- Hire Cars","R- Improper Overtaking",2.00
2609,11674.00,"5- Mahaica- Berbice",540,"Perservance","East Coast Demerara Road (From Georgetown)","-57.8333","6.6167",,,3/19/2006 0:00:00,12/30/1899 19:15:00,"D- Property Damage","F- Driver",52.00,"Male","K- Private Cars","S- Driver's Negligence;Y-Animal",1.00
2610,11675.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,3/30/2006 0:00:00,12/30/1899 14:00:00,"D- Property Damage","F- Driver",32.00,"Male","K- Private Cars;L- Lorries Van","P- Speeding",2.00
2611,11676.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,4/8/2006 0:00:00,12/30/1899 12:20:00,"B- Serious Injury","F- Driver",38.00,"Male","K- Private Cars","P- Speeding",1.00
2612,11677.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,4/23/2006 0:00:00,12/30/1899 17:00:00,"C- Minor Injury","F- Driver",46.00,"Male","K- Private Cars;N- Pickup","R- Improper Overtaking",2.00
2613,11678.00,"5- Mahaica- Berbice",541,"Bushy Park","East Coast Demerara Road (From Georgetown)","-57.8333","6.6167",,,5/5/2006 0:00:00,12/30/1899 17:30:00,"D- Property Damage","F- Driver",49.00,"Male","L- Lorries Van","S- Driver's Negligence;Y-Animal",1.00
2614,11679.00,"5- Mahaica- Berbice",544,"Drill","East Coast Demerara Road (From Georgetown)","-57.8167","6.6167",,,5/14/2006 0:00:00,12/30/1899 3:15:00,"C- Minor Injury","F- Driver",40.00,"Male","J- Minibus;K- Private Cars","R- Improper Overtaking",2.00
2615,11680.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,5/15/2006 0:00:00,12/30/1899 19:00:00,"C- Minor Injury","F- Driver",64.00,"Male","J- Minibus","S- Driver's Negligence",1.00
2616,11681.00,"5- Mahaica- Berbice",561,"Littler T","East Coast Demerara Road (From Georgetown)","-57.7500","6.5167",,,6/21/2006 0:00:00,12/30/1899 13:40:00,"C- Minor Injury","F- Driver",58.00,"Male","L- Lorries Van","P- Speeding",1.00
2617,11682.00,"5- Mahaica- Berbice",554,"Novar","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,6/29/2006 0:00:00,12/30/1899 10:10:00,"D- Property Damage","F- Driver",27.00,"Male","L- Lorries Van;M- Hire Cars","P- Speeding;R- Improper Overtaking",2.00
2618,11683.00,"5- Mahaica- Berbice",544,"Drill","East Coast Demerara Road (From Georgetown)","-57.8167","6.6167",,,8/5/2006 0:00:00,12/30/1899 13:45:00,"C- Minor Injury","F- Driver",29.00,"Female","J- Minibus","S- Driver's Negligence",1.00
2619,11684.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,8/14/2006 0:00:00,12/30/1899 19:45:00,"D- Property Damage","F- Driver",33.00,"Male","M- Hire Cars","R- Improper Overtaking",
2620,11685.00,"5- Mahaica- Berbice",590,"Perth Village","LEFT BANK MAHAICONY RIVER (From Georgetown)","-57.8167","6.5500",,,8/15/2006 0:00:00,12/30/1899 9:00:00,"C- Minor Injury","F- Driver",49.00,"male","L- Lorries Van","O- Lost Control & Runoff;P- Speeding",2.00
2621,11686.00,"5- Mahaica- Berbice",534,"Quakers Hall","East Coast Demerara Road (From Georgetown)","-57.8500","6.6333",,,9/1/2006 0:00:00,12/30/1899 19:00:00,"D- Property Damage","F- Driver",,"Male","L- Lorries Van","P- Speeding",1.00
2622,11687.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,9/3/2006 0:00:00,12/30/1899 18:30:00,"C- Minor Injury","F- Driver",33.00,"Male","K- Private Cars;L- Lorries Van","R- Improper Overtaking",2.00
2623,11688.00,"5- Mahaica- Berbice",540,"Perservance","East Coast Demerara Road (From Georgetown)","-57.8333","6.6167",,,9/8/2006 0:00:00,12/30/1899 22:30:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars","S- Driver's Negligence;Y-Animal",1.00
2624,11689.00,"5- Mahaica- Berbice",554,"Novar","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,9/11/2006 0:00:00,12/30/1899 8:15:00,"C- Minor Injury","F- Driver",40.00,"Male","K- Private Cars;L- Lorries Van","P- Speeding",2.00
2625,11690.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,9/17/2006 0:00:00,12/30/1899 23:50:00,"D- Property Damage","F- Driver",,"Male","L- Lorries Van","R- Improper Overtaking",1.00
2626,11691.00,"5- Mahaica- Berbice",555,"Good Faith","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,9/29/2006 0:00:00,12/30/1899 19:30:00,"B- Serious Injury","F- Driver",55.00,"Male","K- Private Cars;W-Pedal Cycle","P- Speeding",2.00
2627,11692.00,"5- Mahaica- Berbice",540,"Perservance","East Coast Demerara Road (From Georgetown)","-57.8333","6.6167",,,10/31/2006 0:00:00,12/30/1899 17:30:00,"C- Minor Injury","F- Driver",28.00,"Male","M- Hire Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
2628,11693.00,"5- Mahaica- Berbice",540,"Perservance","East Coast Demerara Road (From Georgetown)","-57.8333","6.6167",,,11/2/2006 0:00:00,12/30/1899 19:00:00,"D- Property Damage","F- Driver",27.00,"Male","K- Private Cars;M- Hire Cars","S- Driver's Negligence",2.00
2629,11694.00,"5- Mahaica- Berbice",559,"Access Road","East Coast Demerara Road (From Georgetown)","-57.7500","6.5333",,,11/14/2006 0:00:00,12/30/1899 10:00:00,"D- Property Damage","F- Driver",59.00,"Male","M- Hire Cars;N- Pickup","R- Improper Overtaking",2.00
2630,11695.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,11/20/2006 0:00:00,12/30/1899 6:10:00,"D- Property Damage","F- Driver",41.00,"Male","J- Minibus;N- Pickup","S- Driver's Negligence",2.00
2631,11696.00,"5- Mahaica- Berbice",557,"Calcutta","East Coast Demerara Road (From Georgetown)","-57.7500","6.5500",,,1/4/2007 0:00:00,12/30/1899 19:00:00,"D- Property Damage","F- Driver",24.00,"Male","K- Private Cars","R- Improper Overtaking",2.00
2632,11697.00,"5- Mahaica- Berbice",554,"Novar","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,1/5/2007 0:00:00,12/30/1899 13:00:00,"D- Property Damage","F- Driver",45.00,"Male","W-Pedal Cycle","U- Cyclist's Negligence;Y-Animal",1.00
2633,11698.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,1/12/2007 0:00:00,12/30/1899 15:45:00,"C- Minor Injury","F- Driver",69.00,"Male","J- Minibus;W-Pedal Cycle","S- Driver's Negligence",2.00
2634,11699.00,"5- Mahaica- Berbice",533,"Bath","East Coast Demerara Road (From Georgetown)","-57.8500","6.6333",,,2/18/2007 0:00:00,12/30/1899 10:05:00,"D- Property Damage","F- Driver",32.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
2635,11700.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,2/18/2007 0:00:00,12/30/1899 21:30:00,"D- Property Damage","F- Driver",32.00,"Male","K- Private Cars;L- Lorries Van","P- Speeding",2.00
2636,11701.00,"5- Mahaica- Berbice",535,"De Kendren","East Coast Demerara Road (From Georgetown)","-57.9000","6.6333",,,4/18/2002 0:00:00,12/30/1899 7:40:00,"B- Serious Injury","F- Driver",30.00,"Male","J- Minibus;W-Pedal Cycle","U- Cyclist's Negligence",2.00
2637,11702.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,4/21/2002 0:00:00,12/30/1899 8:40:00,"D- Property Damage","F- Driver",46.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
2638,11703.00,"5- Mahaica- Berbice",538,"Cottage","East Coast Demerara Road (From Georgetown)","-57.8333","6.6333",,,5/3/2002 0:00:00,12/30/1899 8:20:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars","S- Driver's Negligence",1.00
2639,11704.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,5/7/2002 0:00:00,12/30/1899 21:00:00,"C- Minor Injury","F- Driver",,"Male","J- Minibus","P- Speeding",1.00
2640,11705.00,"5- Mahaica- Berbice",544,"Drill","East Coast Demerara Road (From Georgetown)","-57.8167","6.6167",,,5/20/2002 0:00:00,12/30/1899 9:00:00,"D- Property Damage","F- Driver",,"Male","J- Minibus","S- Driver's Negligence;Y-Animal",1.00
2641,11706.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,6/12/2002 0:00:00,12/30/1899 11:00:00,"C- Minor Injury","F- Driver",70.00,"Male","J- Minibus;L- Lorries Van","S- Driver's Negligence",1.00
2642,11707.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,6/15/2002 0:00:00,12/30/1899 8:45:00,"C- Minor Injury","F- Driver",,"Male","K- Private Cars;M- Hire Cars","O- Lost Control & Runoff",2.00
2643,11708.00,"5- Mahaica- Berbice",558,"Catherina","East Coast Demerara Road (From Georgetown)","-57.7500","6.5333",,,6/12/2002 0:00:00,12/30/1899 21:12:00,"B- Serious Injury","G- Rider",38.00,"Male","W-Pedal Cycle","T-Pedestrian's Negligence",2.00
2644,11709.00,"5- Mahaica- Berbice",544,"Drill","East Coast Demerara Road (From Georgetown)","-57.8167","6.6167",,,6/20/2002 0:00:00,12/30/1899 9:00:00,"B- Serious Injury","F- Driver",29.00,"Male","J- Minibus","S- Driver's Negligence",1.00
2645,11710.00,"5- Mahaica- Berbice",557,"Calcutta","East Coast Demerara Road (From Georgetown)","-57.7500","6.5500",,,8/20/2002 0:00:00,12/30/1899 11:00:00,"B- Serious Injury","F- Driver",25.00,"Male","L- Lorries Van","S- Driver's Negligence",1.00
2646,11711.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,8/23/2002 0:00:00,12/30/1899 15:30:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
2647,11712.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,8/25/2002 0:00:00,12/30/1899 2:05:00,"A- Fatal","G- Rider",46.00,"Male","V-Motor Cycle","O- Lost Control & Runoff",2.00
2648,11713.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,8/29/2002 0:00:00,12/30/1899 8:00:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars;L- Lorries Van","P- Speeding",2.00
2649,11714.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,8/31/2002 0:00:00,12/30/1899 13:05:00,"B- Serious Injury","F- Driver",,"Male","L- Lorries Van","O- Lost Control & Runoff",1.00
2650,11715.00,"5- Mahaica- Berbice",544,"Drill","East Coast Demerara Road (From Georgetown)","-57.8167","6.6167",,,9/30/2002 0:00:00,12/30/1899 4:15:00,"B- Serious Injury","F- Driver",39.00,"Male","K- Private Cars","S- Driver's Negligence;Y-Animal",1.00
2651,11716.00,"5- Mahaica- Berbice",547,"Mahaicony","East Coast Demerara Road (From Georgetown)","-57.8000","6.5667",,,10/4/2002 0:00:00,12/30/1899 15:40:00,"D- Property Damage","F- Driver",,"Male","J- Minibus;L- Lorries Van","S- Driver's Negligence",2.00
2652,11717.00,"5- Mahaica- Berbice",559,,"East Coast Demerara Road (From Georgetown)","-57.7500","6.5333",,,10/13/2002 0:00:00,12/30/1899 10:30:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars","S- Driver's Negligence",1.00
2653,11718.00,"5- Mahaica- Berbice",604,"Little Abary","WEST COAST BERBICE ROAD (From Georgetown)","-60.3667","5.7167",,,7/19/2004 0:00:00,12/30/1899 5:30:00,"D- Property Damage","F- Driver",53.00,"Male","K- Private Cars","S- Driver's Negligence;Y-Animal",1.00
2654,11719.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,7/26/2004 0:00:00,12/30/1899 20:41:00,"B- Serious Injury","F- Driver",28.00,"Male","J- Minibus;W-Pedal Cycle","R- Improper Overtaking",2.00
2655,11720.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,7/31/2004 0:00:00,12/30/1899 12:30:00,"C- Minor Injury","F- Driver",32.00,"Male","L- Lorries Van","O- Lost Control & Runoff",1.00
2656,11721.00,"5- Mahaica- Berbice",548,"Park","East Coast Demerara Road (From Georgetown)","-57.7833","6.5833",,,8/4/2004 0:00:00,12/30/1899 17:00:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars;L- Lorries Van","Q- Alcohol",2.00
2657,11722.00,"5- Mahaica- Berbice",552,"Airy Hall","East Coast Demerara Road (From Georgetown)","-57.7667","6.5667",,,8/4/2004 0:00:00,12/30/1899 17:00:00,"D- Property Damage","F- Driver",25.00,"Male","L- Lorries Van","S- Driver's Negligence",1.00
2658,11723.00,"5- Mahaica- Berbice",554,"Burma","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,8/14/2004 0:00:00,12/30/1899 11:30:00,"D- Property Damage","F- Driver",27.00,"Male","J- Minibus;K- Private Cars","P- Speeding",2.00
2659,11724.00,"5- Mahaica- Berbice",544,"Drill","East Coast Demerara Road (From Georgetown)","-57.8167","6.6167",,,10/4/2004 0:00:00,12/30/1899 17:00:00,"D- Property Damage","F- Driver",40.00,"Female","K- Private Cars","R- Improper Overtaking",1.00
2660,11725.00,"5- Mahaica- Berbice",557,"Calcutta","East Coast Demerara Road (From Georgetown)","-57.7500","6.5500",,,10/23/2004 0:00:00,12/30/1899 17:30:00,"D- Property Damage","F- Driver",40.00,"Male","K- Private Cars","R- Improper Overtaking;Y-Animal",1.00
2661,11726.00,"5- Mahaica- Berbice",553,"Dundee","East Coast Demerara Road (From Georgetown)","-57.7667","6.5500",,,10/9/2004 0:00:00,12/30/1899 7:00:00,"D- Property Damage","F- Driver",,"Male","J- Minibus;L- Lorries Van","O- Lost Control & Runoff",2.00
2662,11727.00,"5- Mahaica- Berbice",544,"Drill","East Coast Demerara Road (From Georgetown)","-57.8167","6.6167",,,10/11/2004 0:00:00,12/30/1899 14:00:00,"C- Minor Injury","F- Driver",31.00,"Male","J- Minibus;K- Private Cars;L- Lorries Van","O- Lost Control & Runoff;P- Speeding",2.00
2663,11728.00,"5- Mahaica- Berbice",602,"Wash Clothes","LEFT BANK MAHAICONY RIVER (From Georgetown)","-57.8000","6.5000",,,10/18/2004 0:00:00,12/30/1899 19:10:00,"C- Minor Injury","G- Rider",10.00,"Male","W-Pedal Cycle","U- Cyclist's Negligence",2.00
2664,11729.00,"5- Mahaica- Berbice",546,"Farm","East Coast Demerara Road (From Georgetown)","-57.8167","6.5833",,,11/20/2004 0:00:00,12/30/1899 10:50:00,"C- Minor Injury","F- Driver",30.00,"Male","L- Lorries Van;W-Pedal Cycle","U- Cyclist's Negligence",2.00
2665,11730.00,"5- Mahaica- Berbice",556,"Recess","East Coast Demerara Road (From Georgetown)","-57.7500","6.5500",,,12/1/2004 0:00:00,12/30/1899 16:10:00,"B- Serious Injury","F- Driver",,"Male","L- Lorries Van","T-Pedestrian's Negligence",2.00
